iris;co2_pi_c;dens;pwd;ind;n;prix;snv;labiris;labcom;com;co2_pi_p
130120000;0.5085982336286993;1.7667910447761195;4.162222808870116;473.5;67;7719.465648854962;32361.846251319956;Beaurecueil (commune non irisée);Beaurecueil;13012;0.6323362796552311
130130000;0.4103632071780933;5.275568181818182;12.013597199784599;1857;88;4724.559179869525;28402.880560043082;Belcodène (commune non irisée);Belcodène;13013;0.782734111936896
130140101;0.3246888350007451;38.6171875;110.4682126239126;2471.5;16;2791.3021868787278;18417.778879223144;Centre Ville;Berre-l'Étang;13014;0.5143456431286432
130140102;0.31405309882345117;44.25;60.98707083876575;2301;13;2633.250303766707;20213.38296392873;Langevin-Bealet;Berre-l'Étang;13014;0.48696200009191637
130140103;0.3071863572948352;44.27777777777778;88.91256273525721;3188;18;2283.655583437892;18704.683218318696;Capevaire-La Boétie;Berre-l'Étang;13014;0.48370938693512894
130140104;0.3409632986114315;21.228571428571428;63.38345390309556;2972;35;3708.8656195462477;20767.04259757739;Les Romaniquettes-La Molle;Berre-l'Étang;13014;0.5111234701625561
130140105;0.3767353866715405;2.539772727272727;10.476789709172259;223.5;22;2922.0779220779223;20854.831767337808;Flory l'Aubette-Usine Shell;Berre-l'Étang;13014;0.5966389864825932
130140106;0.4413632873199468;2.287037037037037;6.579509671614935;2223;243;4409.595375722543;22872.181196581194;Secteur Rural-Hameaux;Berre-l'Étang;13014;0.6678692314373119
130150101;0.4237156511771244;5.331730769230769;12.164630297565374;2772.5;130;6001.325443786982;27372.32504959423;Sud;Bouc-Bel-Air;13015;0.5507600692899005
130150102;0.4709420072769156;24.094827586206897;175.27410554561723;2795;29;5056.991315136476;30932.567227191415;La Salle;Bouc-Bel-Air;13015;0.5297811079004513
130150103;0.43448204545606794;18.072222222222223;36.34272210267446;3253;45;5037.418454332553;28719.813372271747;Escaillon;Bouc-Bel-Air;13015;0.517964078643166
130150104;0.4002051292113276;13.69186046511628;22.911305732484077;2355;43;5415.391084497671;28940.38985138004;Gardure;Bouc-Bel-Air;13015;0.502739567018627
130150105;0.40337300069630627;12.005;25.48609954185756;3601.5;75;6232.425756710451;30454.808246563935;Nord;Bouc-Bel-Air;13015;0.49907138728681566
130160000;0.4102274056147209;9.06547619047619;19.3964420551543;6092;168;4423.958183129055;26418.692235718976;La Bouilladisse (commune non irisée);La Bouilladisse;13016;0.574880742270312
130190101;0.4330245818779911;11.384146341463415;20.669791108730585;1867;41;5768.035974720467;31804.256186395283;Calas;Cabriès;13019;0.5210589680452452
130190102;0.4253061824947602;6.533376963350785;33.58881348292097;4991.5;191;5176.548602287166;29657.998896495348;Extérieurs;Cabriès;13019;0.507758957350907
130190103;0.43499178627233664;7.802570093457944;15.706112441982333;3339.5;107;5252.494842702424;31351.762479413086;Cabriès;Cabriès;13019;0.5129914879678498
130200000;0.44539297840543585;14.228125;27.65009334504722;2276.5;40;4495.859872611465;25647.066461673625;Cadolive (commune non irisée);Cadolive;13020;0.5791749976246191
130210101;0.40646900934667757;18.970833333333335;30.070036239841862;2276.5;30;5553.692380056444;29721.16305732484;Ouest;Carry-le-Rouet;13021;0.43707676582066474
130210102;0.44976916794557115;21.815;26.043462067384826;2181.5;25;6529.228157644824;31222.59170295668;Centre;Carry-le-Rouet;13021;0.45053103203706574
130210103;0.4654462527337692;11.705555555555556;18.796808258186996;2107;45;6597.140320733104;30597.719221642146;Est Reganat d'Estral;Carry-le-Rouet;13021;0.4943309357678255
130210104;0.46747206478246467;0.25;0.25;1;1;NA;NA;NA;NA;NA;NA
130220101;0.3993093460869113;14.056818181818182;48.26485448666128;1237;22;13740.930023923445;25614.542279708974;Centre;Cassis;13022;0.3830542408823801
130220102;0.3919192236095409;20.304347826086957;46.97249732334047;1868;23;7848.223969072164;28439.646734475376;Petite Couronne;Cassis;13022;0.3872045442676861
130220103;0.40736967035853816;13.615384615384615;32.852636534839924;2124;39;7957.214501510574;28253.472598870056;Grande Couronne;Cassis;13022;0.39639112163523194
130220104;0.4881590863091638;4.277892561983471;20.28057836271432;2070.5;121;7762.3935119887165;29890.50123158657;Périphérie;Cassis;13022;0.39198668903563905
130230000;0.4682944554158878;8.293664383561644;22.18185454733148;4843.5;146;5172.41999586007;27650.837472901825;Ceyreste (commune non irisée);Ceyreste;13023;0.6219385705571918
130240000;0.39900465183552;8.634375;35.686527325370974;2763;80;2967.6457272212792;22237.8961635903;Charleval (commune non irisée);Charleval;13024;0.7207063338293885
130250000;0.4815905838953189;4.740702479338843;22.54943887557202;2294.5;121;4944.71161340608;29943.537764218785;Châteauneuf-le-Rouge (commune non irisée);Châteauneuf-le-Rouge;13025;0.8000686582439245
130260101;0.3661311321850354;23.905797101449274;59.292872840254624;6598;69;3914.180133079848;22819.292133979994;Plaine Est;Châteauneuf-les-Martigues;13026;0.48973555519265966
130260102;0.3668822899317143;16.675531914893618;48.63365231259968;3135;47;3652.016567544605;21722.543381180225;Plaine Sud;Châteauneuf-les-Martigues;13026;0.557204511640649
130260103;0.36171526912567364;17.598684210526315;31.972943925233643;1337.5;19;3500.884715701617;23134.82534579439;Plaine Centre;Châteauneuf-les-Martigues;13026;0.5152548006954978
130260104;0.34688417806929295;10.801966292134832;41.223264204914834;3845.5;89;3340.43747835123;22190.96822259784;Plaine Nord;Châteauneuf-les-Martigues;13026;0.48510458380562543
130260105;0.4311647524636478;18.022321428571427;27.25083601684419;2018.5;28;3675.895354082093;22928.881694327472;La Bérarde;Châteauneuf-les-Martigues;13026;0.6232028248137719
130260106;0.45349600509867144;10;10;40;1;NA;NA;NA;NA;NA;NA
130260107;0.40322897428280385;13.15;22.852661596958175;263;5;4453.125;25711.839923954372;La Valampe;Châteauneuf-les-Martigues;13026;0.5526101903715157
130280101;0.291167610325337;118.5625;120.14265946230891;948.5;2;4564.408817635271;16768.73294675804;Centre Ville;La Ciotat;13028;0.3430549455501636
130280102;0.28822965177250204;75.26666666666667;108.82584145261293;4516;15;4639.1990888746805;20408.052432575358;Extension Centre Ville;La Ciotat;13028;0.23147021644110485
130280103;0.3343607338164929;37.416666666666664;56.36752969561989;2694;18;5526.985897967648;24020.514985938127;Les Calanques;La Ciotat;13028;0.15047256101656323
130280104;0.34693265318620786;35.325;53.869987025241805;2119.5;15;5220.8782475802345;24945.79120234604;Les Crêtes;La Ciotat;13028;0.3421647512656168
130280105;0.2563223512264881;59.875;72.19159707724425;1197.5;5;5014.127642276423;20821.029478079334;Maltemps;La Ciotat;13028;0.32422683051910556
130280106;0.2747301108067397;34.608695652173914;75.92089353015075;3184;23;5191.709401709401;21868.18677763819;Virebelle-Provence-La Marine;La Ciotat;13028;0.33450173910172304
130280107;0.40343094472248053;21.903225806451612;29.54841678939617;2716;31;6215.6489437772925;27182.704860088368;Clos des Plages-Peymian;La Ciotat;13028;0.4056761601216174
130280108;0.3667025233426765;125.75;133.41942097415506;2012;4;4416.0344827586205;18936.369035785287;La Maurelle;La Ciotat;13028;0.38779912746126954
130280109;0.34331381238658126;88.53125;139.5691404871161;1416.5;4;5675;16639.382703847514;Les Matagots;La Ciotat;13028;0.3321190031434994
130280110;0.3979624791827434;17.974137931034484;44.20001998401279;6255;87;5920.246784587961;25687.558992805756;Nord;La Ciotat;13028;0.3627022734372173
130280111;0.45376438152757753;8.753472222222221;34.072937326457755;5042;144;6589.3443329564725;27070.693692978977;Est;La Ciotat;13028;0.4424477194553193
130280112;0.2611608016813374;51.89772727272727;91.46729253339173;2283.5;11;4708.476857777778;21624.978848259252;Quartier de l'Hôpital;La Ciotat;13028;0.29167857411533454
130280113;0.39027274219273855;8.169736842105262;73.98161942341763;3104.5;95;5808.485463150778;23335.93400040024;Ouest;La Ciotat;13028;0.3305195972414567
130280114;0.37248872419052215;29.6015625;87.00234230667722;1894.5;16;6069.483266398929;21255.60380047506;Saint-Loup-Fardeloup;La Ciotat;13028;0.48586509326901894
130290000;0.48091392047581194;2.18;8.178038990825687;1308;150;4567.756711618257;27901.729281345564;Cornillon-Confoux (commune non irisée);Cornillon-Confoux;13029;0.8132019979488212
130300000;0.4021577634562092;6.696808510638298;39.23461080222399;5036;188;3991.9871794871797;24444.301032565527;Cuges-les-Pins (commune non irisée);Cuges-les-Pins;13030;0.7831444997435677
130310000;0.42035678675240523;12.123188405797102;19.787021817095038;3346;69;4320.200764818355;25371.738702928873;La Destrousse (commune non irisée);La Destrousse;13031;0.6360884725627827
130320101;0.4654398036709153;2.6540055248618786;5.139181628935727;1921.5;181;6073.582552981765;29737.91262034869;Campagne Ouest-Zone Industrielle-Rastel-Ponteils;Éguilles;13032;0.5907899383807971
130320102;0.45399206193740244;6.375;15.96741989478718;3136.5;123;6764.577800829876;31228.698995695842;Campagne Est-Nord-Est-Figons-Surville-Plantiers;Éguilles;13032;0.504918544133928
130320103;0.424873606993311;19.87142857142857;51.123292595255215;2782;35;5705.7154137713205;28375.124910136594;Centre Ancien-Cros-Lotins;Éguilles;13032;0.48455309261620694
130330000;0.4650698554408109;9.882978723404255;22.627377108001436;5574;141;6735.59344059406;27960.713060638678;Ensuès-la-Redonne (commune non irisée);Ensuès-la-Redonne;13033;0.8959145044890824
130350101;0.38132700231293026;6.718984962406015;32.16724367044342;3574.5;133;3996.9813829787236;24103.898195551825;Est;Eyguières;13035;0.6021361376150903
130350102;0.4021659706805169;7.144736842105263;32.54508681925809;3801;133;3876.1297187737523;25362.85835306498;Nord et Ouest;Eyguières;13035;0.633372146411751
130370101;0.4447817482467606;14.661111111111111;24.46816976127321;2639;45;4507.324955116696;27211.642743463435;Ferrages;La Fare-les-Oliviers;13037;0.6691638470696799
130370102;0.38416635190653414;10.430882352941177;42.85237205695756;3546.5;85;3736.190476190476;23798.18311010856;Craus;La Fare-les-Oliviers;13037;0.6156044591411232
130370103;0.3790837665459374;26.801136363636363;38.6936877252491;2358.5;22;3617.8709677419356;25467.57044731821;Gramenières;La Fare-les-Oliviers;13037;0.5949041591564929
130390101;0.36281021917105594;21.288265306122447;57.69273517076093;4172.5;49;3511.9479695431473;21829.236956261237;Mazet Nord-Pont du Roy-Salins;Fos-sur-Mer;13039;0.5001759450307263
130390102;0.3956248443928754;1.7361111111111112;4.697;62.5;9;3375;24857.230400000004;Ventillon-Fossette-Grand Pati;Fos-sur-Mer;13039;0.3510516015676545
130390103;0.4695275992909792;2.35;3.7606382978723403;47;5;3945.945945945946;28021.50425531915;Audience-Fenouillère-Cavaou-Clapet;Fos-sur-Mer;13039;0.42648462181327423
130390105;0.40660033745648655;19.43867924528302;28.769898082989567;4121;53;3807.362493452069;25722.458966270326;Crottes-Courbedonne-Carabins-Plaine Ronde;Fos-sur-Mer;13039;0.44361170629532565
130390106;0.3512268025303965;32.421875;52.24359437751004;3112.5;24;3290.971223021583;21662.65722088353;Vallin-Cantogrilhet-Mazet Sud;Fos-sur-Mer;13039;0.4679123675328955
130390107;0.3362013966923076;34.796875;112.10299730579254;2227;16;2635.8708578532946;22621.05199820386;Saladelle-Mègle-Guigue;Fos-sur-Mer;13039;0.4924042930833295
130390108;0.4113749849292271;31.17105263157895;53.09845926551287;2369;19;3044.032334759867;21723.014731954412;Village-Plages;Fos-sur-Mer;13039;0.543276895499658
130400101;0.3824587989612612;5.982558139534884;25.339832361516034;4116;172;4678.056045108838;27116.044096209913;Est;Fuveau;13040;0.632921878755686
130400102;0.3495780531324195;19.04310344827586;44.41415799004074;2209;29;4501.204392922514;25269.03779990946;Centre;Fuveau;13040;0.6086960432378614
130400103;0.4340202980437098;3.600806451612903;9.546270374517855;4018.5;279;4253.623978201635;27422.886226203806;Ouest;Fuveau;13040;0.6543054691898845
130410101;0.31216471838863225;47.171875;59.58119410400795;1509.5;8;3423.453049370765;19397.58270950646;Centre;Gardanne;13041;0.3527643464847177
130410102;0.3214367583338863;25.060344827586206;67.04183866529067;2907;29;3504.3315425940136;20200.577261781906;Vieille Ville-Cativel;Gardanne;13041;0.3272703630185994
130410103;0.3424153819316155;18.221875;44.04949837077688;2915.5;40;3751.5351747949935;22650.88629737609;La Crau-Jean de Bouc-La Palun;Gardanne;13041;0.40428357919378943
130410104;0.32134955636149437;43.07692307692308;121.61947544642857;2240;13;3403.0681996855346;20824.627276785715;Les Aires-Notre-Dame;Gardanne;13041;0.43173218443786876
130410105;0.3734676649584756;8.731666666666667;33.21208723038748;2619.5;75;4378.782891445723;24769.62508112235;Sud-Est;Gardanne;13041;0.48498818011937334
130410106;0.4065817610846035;16.103448275862068;44.441146948608136;3736;58;4009.224703087886;22220.660438972165;Pesquier;Gardanne;13041;0.49137381735559654
130410107;0.4496038327225201;19.28716216216216;32.82586705202312;2854.5;37;4478.700380228137;23181.152496058854;Biver;Gardanne;13041;0.5142828891106345
130410108;0.40396410121894893;4.145973154362416;15.860329825981385;2471;149;4743.09243697479;24963.91327397815;Nord-Ouest;Gardanne;13041;0.5103306198282742
130420101;0.42976251275212735;8.474137931034482;21.64213504577823;3932;116;5312.634842519685;28392.801653102746;Ouest-La Plaine;Gémenos;13042;0.4642832576626667
130420102;0.4329753296836212;6.790322580645161;21.14415083135392;2526;93;5143.566265060241;28991.128780680916;Est;Gémenos;13042;0.5147496365533991
130430101;0.43319518722108136;10.901315789473685;23.198098974049486;3314;76;4080.8487530168945;23547.217923958964;Ouest;Gignac-la-Nerthe;13043;0.5017956683240009
130430102;0.42527411574945057;15.5;30.87635510312004;3782;61;3901.7668410725964;23587.104838709678;Est;Gignac-la-Nerthe;13043;0.4745286194588677
130430103;0.44726085182016;26.706521739130434;47.127238502238505;2457;23;4121.4514207149405;22732.128774928773;Sud;Gignac-la-Nerthe;13043;0.5709585370841753
130440000;0.4524268859081499;4.520535714285714;28.102162749358087;5063;280;3903.642889908257;26601.667430377245;Grans (commune non irisée);Grans;13044;0.6737812234220051
130460000;0.35327340498554166;12.766975308641975;24.795282847818203;4136.5;81;4870.100893521966;25756.564003384505;Gréasque (commune non irisée);Gréasque;13046;0.6031219567258067
130470101;0.33983236055194216;63.854166666666664;79.17891517128875;3065;12;2930.0611579233487;22807.266133768353;Les Beaumes;Istres;13047;0.5480048350371823
